호선명,역명,에스컬레이터 관리번호,,근접 출입구번호,시작층(지상/지하),시작층(운행역층),시작층(상세위치),종료층(지상/지하),종료층(운행역층),종료층(상세위치),승강기 상태,승강기형폭,승강기 일련번호
4호선,미남광장,4,상행,10번,지하,1,(B1) 10번 출입구 방향,지하,중간층,중간층 10번 출입구 방향,운행,1200형,8803-693
4호선,미남광장,5,상행,"11번, 13번",지하,1,"(B1) 11번, 13번 출입구 방향",지하,중간층,"중간층 11번, 13번 출입구 방향",운행,1200형,8803-694
4호선,미남광장,6,상행,"12번, 14번",지하,1,"(B1) 12번, 14번 출입구 방향",지하,중간층,"중간층 12번, 14번 출입구 방향",운행,1200형,8803-695
4호선,동래,1,하행,7번,지상,지상1층,(F1) 7번 출입구 근처,지상,지상1층 1/2,(F1) 7번 출입구 근처,운행,1200형,8803-650
4호선,동래,2,상행,7번,지상,지상1층 1/2,(F1) 7번 출입구 근처,지상,지상1층,(F1) 7번 출입구 근처,운행,1200형,8803-651
4호선,동래,3,하행,7번,지상,지상1층 1/2,(F1) 7번 출입구 근처,지하,지하1층,(B1) 7번 출입구 근처,운행,1200형,8803-652
4호선,동래,4,상행,7번,지하,지하1층,(B1) 7번 출입구 근처,지상,지상1층 1/2,(F1) 7번 출입구 근처,운행,1200형,8803-653
4호선,동래,5,하행,8번,지상,지상1층,(F1) 8번 출입구 근처,지상,지상1층 1/2,(F1) 8번 출입구 근처,운행,1200형,8803-654
4호선,동래,6,상행,8번,지상,지상1층 1/2,(F1) 8번 출입구 근처,지상,지상1층 ,(F1) 8번 출입구 근처,운행,1200형,8803-655
4호선,동래,7,하행,8번,지상,지상1층 1/2,(F1) 8번 출입구 근처,지하,지하1층,(B1) 8번 출입구 근처,운행,1200형,8803-656
4호선,동래,8,상행,8번,지하,지하1층 ,(B2) 8번 출입구 근처,지상,지상1층 1/2,(F1) 8번 출입구 근처,운행,1200형,8803-657
4호선,동래,9,상행,,지하,지하2층,(B2) 고객센터 옆 ,지하,지하1층,(B1) 7번 출입구 옆,운행,800형,8803-658
4호선,동래,10,하행,,지하,지하1층,(B1) 8번 출입구 근처,지하,지하2층,(B2) 고객센터 옆,운행,800형,8803-659
4호선,동래,11,하행,,지하,지하2층,(B2) 개찰구 옆,지하,지하3층,(B3) 예나안 화장품 옆,운행,1200형,8803-660
4호선,동래,12,상행,,지하,지하3층,(B3) 예나안 화장품 옆,지하,지하2층,(B2) 개찰구 옆,운행,1200형,8803-661
4호선,동래,13,상행,,지하,지하4층,(B4) 미남역 방향 6-2 출입문 앞,지상,지하3층,(B3) 누가타커피 옆,운행,800형,8803-662
4호선,동래,14,상행,,지하,지하4층,(B4) 수안역 방향 6-2 출입문 앞,지하,지하3층,(B3) 누가타커피 옆,운행,800형,8803-663
4호선,동래,15,상행,,지하,지하4층,(B4) 미남역 방향 1-1 출입문 앞,지하,지하3층,(B3) 누가타커피 옆,운행,1200형,8803-664
4호선,동래,16,하행,,지하,지하3층,(B3) 누가타커피옆,지하,지하4층,(B4) 미남역 방향 1-1 출입문 앞,운행,1200형,8803-665
4호선,동래,17,상행,,지하,지하4층,(B4) 수안역 방향 1-1 출입문 앞,지하,지하3층,(B3) 누가타커피 옆,운행,1200형,8803-666
4호선,동래,18,하행,,지하,지하3층,(B3) 누가타커피옆,지하,지하4층,(B4) 수안역 방향 1-1 출입문 앞,운행,1200형,8803-667
4호선,동래,19,하행,,지상,지상1층,(F1) 환승통로,지하,지하1층,(B1) 환승통로,운행,1200형,8803-668
4호선,동래,20,상행,,지하,지하1층,(B1) 환승통로,지상,지상1층,(F1) 환승통로,운행,1200형,8803-669
4호선,동래,21,하행,,지하,지하1층,(B1) 환승통로,지하,지하2층,(B2). 환승통로,운행,1200형,8803-670
4호선,동래,22,상행,,지하,지하2층,(B2) 환승통로,지하,지하1층,(B1) 환승통로,운행,1200형,8803-671
4호선,수안,1,상행,"1,3번",지하,지하1층,(B1) 1번/3번 출입구 방향 대합실 화장실 옆,지하,지하1층,(B1) 1번/3번 출입구 계단 앞 ,운행,1200형,8803-682
4호선,수안,2,하행,"1,3번",지하,지하1층,(B1) 1번/3번 출입구 계단 앞 ,지하,지하1층,(B1) 1번/3번 출입구 방향 대합실 화장실 옆,운행,800형,8803-683
4호선,수안,3,하행,7번,지하,지하1층,(B1) 7번 출입구 E/S 앞,지상,지상 1층,(1층) 7번 출입구 로터리양복점 앞,운행,800형,8800-010
4호선,수안,4,상행,7번,지상,지상1층,(1층) 7번 출입구 로터리양복점 앞,지하,지하1층,(B1) 7번 출입구 E/S 앞,운행,1200형,8800-011
4호선,수안,5,하행,4번,지하,지하1층,(B1) 4번 출입구 E/S 앞,지상,지상1층,(1층) 4번 출입구 신한은행 앞,운행,800형,8803-684
4호선,수안,6,상행,4번,지상,지상1층,(1층) 4번 출입구 신한은행 앞,지하,지하1층,(B1) 4번 출입구 E/S 앞,운행,1200형,8803-685
4호선,수안,7,하행,"6,8번",지하,지하1층,(B1) 6번/8번 출입구 방향 대합실,지하,지하1층,(1층) 6번/8번 출입구 계단 앞,운행,800형,8800-008
4호선,수안,8,상행,"6,8번",지하,지하1층,(1층) 6번/8번 출입구 계단 앞,지하 ,지하1층,(B1) 6번/8번 출입구 방향 대합실,운행,1200형,8800-009
4호선,수안,9,하행,,지하,지하1층,(B1) 게이트 옆,지하,지하2층,(B2) 기능실층,운행,1200형,8800-004
4호선,수안,10,상행,,지하,지하2층,(B2) 기능실층,지하,지하1층,(B1) 게이트 옆,운행,1200형,8800-005
4호선,수안,11,하행,,지하,지하2층,(B2) 기능실층,지하,지하3층,(B3) 미남 방향 승강장 5-2 출입문 앞 ,운행,800형,8800-006
4호선,수안,12,상행,,지하 ,지하3층,(B3) 미남 방향 승강장 5-2 출입문 앞 ,지하,지하2층,(B2) 기능실층,운행,1200형,8800-007
4호선,수안,13,상행,,지하,지하2층,(B2) 기능실층,지하,지하3층,(B3) 안평 방향 승강장 5-2 출입문 앞 ,운행,800형,8800-022
4호선,수안,14,하행,,지하 ,지하3층,(B3) 안평 방향 승강장 5-2 출입문 앞 ,지하,지하2층,(B2) 기능실층,운행,1200형,8800-023
4호선,수안,15,상행,,지하,지하3층,(B3) 미남 방향 승강장 1-2 출입문 앞 ,지하,지하2층,(B2) 기능실층,운행,800형,8800-024
4호선,수안,16,상행,,지하,지하3층,(B3) 안평 방향 승강장 1-2 출입문 앞 ,지하,지하2층,(B2) 기능실층,운행,800형,8800-025
4호선,낙민,1,하행,4번,지상,1,(1F) 4번 출입구 앞,지하,1,(B1) 4번 출입구 방향,운행,800형,8801-027
4호선,낙민,2,상행,4번,지하,1,(B1) 4번 출입구 방향,지상,1,(1F) 4번 출입구 앞,운행,800형,8801-028
4호선,낙민,3,하행,,지하,1,(B1) 표 내는곳 방향,지하,3,(B3) 충렬사역 방향 1-2 출입문 앞,운행,1200형,8801-030
4호선,낙민,4,상행,,지하,3,(B3) 수안역 방향 1-2 출입문 앞,지하,1,(B1) 표 내는곳 방향,운행,1200형,8801-029
4호선,낙민,5,상행,,지하,1,(B1) 1번 창고 앞,지하,2,(B2) 환기실 방향,운행,800형,8801-031
4호선,낙민,6,상행,,지하,2,(B2) 전기실 맞은편,지하,1,(B1) 안평환경사업소 사무실 앞,운행,800형,8801-032
4호선,낙민,7,상행,,지하,3,(B3) 수안역 방향 6-1 출입문 앞,지하,2,(B2) 3번 창고 앞,운행,1200형,8801-033
4호선,충렬사,1,하행,1,지하,1,(B1)만남의장소 > 충렬사방면 1번 출입구,지상,1,1번 출입구 근처,운행,800형,8803-565
4호선,충렬사,2,상행,1,지상,1,1번 출입구 근처,지하,1,1번 출입구 근처 > (B1)만남의 장소,운행,800형,8803-566
4호선,충렬사,3,하행,4,지상,1,4번 출입구 근처,지하,1,(B1)만남의 장소 > 서원시장 방면 4번 출입구,운행,800형,8803-567
4호선,충렬사,4,상행,4,지하,1,(B1)만남의 장소 > 서원시장 방면 4번 출입구,지상,1,4번 출입구 근처,운행,800형,8803-568
4호선,충렬사,5,상행,,지하,2,(B2)대합실 > (B1)표 내는곳,지하,1,(B1)표 내는곳 > (B2)대합실,운행,1200형,8803-569
4호선,충렬사,6,하행,,지하,1,(B1)표 내는곳 > (B2)대합실,지하,2,(B2)대합실 > (B1)표 내는곳,운행,1200형,8803-570
4호선,충렬사,7,상행,,지하,3,(B3)낙민역 방향 승강장 6-2 앞 > (B2)대합실,지하,2,(B2)대합실 > (B3)낙민역 방향 승강장 6-2 앞,운행,800형,8803-571
4호선,충렬사,8,상행,,지하,3,(B3)명장역 방향 승강장 6-2 앞 > (B2)대합실,지하,2,(B2)대합실 > (B3)명장역 방향 승강장 6-2 앞,운행,800형,8803-572
4호선,충렬사,9,상행,,지하,3,(B3)낙민역 방향 승강장 1-1 앞 > (B2)대합실,지하,2,(B2)대합실 > (B3)낙민역 방향 승강장 1-1 앞,운행,1200형,8803-573
4호선,충렬사,10,하행,,지하,2,(B2)대합실 > (B3)낙민역 방향 승강장 1-1 앞,지하,3,(B3)낙민역 방향 승강장 1-1 앞 > (B2)대합실,운행,800형,8803-574
4호선,충렬사,11,상행,,지하,3,(B3)명장역 방향 승강장 1-1 앞 > (B2)대합실,지하,2,(B2)대합실 > (B3)명장역 방향 승강장 1-1 앞,운행,1200형,8803-575
4호선,충렬사,12,하행,,지하,2,(B2)대합실 > (B3)명장역 방향 승강장 1-1 앞,지하,3,(B3)명장역 방향 승강장 1-1 앞 > (B2)대합실,운행,800형,8803-576
4호선,명장,1,상행,3번,지상,1,(1F) 3번 출입구,지하,1,(B1) 고객센터 옆,운행,800형,8801-040
4호선,명장,2,하행,3번,지하,1,(B1) 고객센터 옆,지상,1,(1F) 3번 출입구,운행,800형,8801-041
4호선,명장,3,하행,4번,지상,1,(1F) 4번 출입구,지하,1,(B1) 만남의 광장 근처,운행,800형,8801-042
4호선,명장,4,상행,4번,지하,1,(B1) 만남의 광장 근처,지상,1,(1F) 4번 출입구,운행,800형,8801-043
4호선,명장,5,상행,,지하,2,(B2) 3번 엘리베이터 앞,지하,1,(B1) 표 내는 곳 내 계단 옆,운행,1200형,8801-044
4호선,명장,6,하행,,지하,1,(B1) 표 내는 곳 내 계단 옆,지하,2,(B2) 4번 엘리베이터 옆,운행,1200형,8801-045
4호선,명장,7,상행,,지하,3,(B3) 충렬사역 방향 6-2 출입문 앞,지하,2,(B2) 3번 엘리베이터 옆,운행,800형,8801-046
4호선,명장,8,상행,,지하,3,(B3) 서동역 방향 6-2 출입문 앞,지하,2,(B2) 4번 엘리베이터 옆,운행,800형,8801-047
4호선,명장,9,상행,,지하,3,(B3) 충렬사역 방향 1-1 출입문 앞,지하,2,(B2) 3번 엘리베이터 옆,운행,1200형,8801-048
4호선,명장,10,하행,,지하,2,(B2) 3번 엘리베이터 옆,지하,3,(B3) 충렬사역 방향 1-1 출입문 앞,운행,800형,8801-049
4호선,명장,11,상행,,지하,3,(B3) 서동역 방향 1-1 출입문 앞,지하,2,(B2) 4번 엘리베이터 옆,운행,1200형,8801-050
4호선,명장,12,하행,,지하,2,(B2) 4번 엘리베이터 옆,지하,3,(B3) 서동역 방향 1-1 출입문 앞,운행,800형,8801-051
4호선,서동,1,하행,3번,지상,1, 지상1층 3번출입구 앞,지하,1,지하1층 E/L1호기 앞,운행,800형,8801-061
4호선,서동,2,상행,3번,지하,1,지하1층 E/L1호기 앞,지상,1,지상1층 3번출입구 앞,운행,800형,8801-062
4호선,서동,3,하행,4번,지상,1,지상1층 4번출입구 앞,지하,1,지하1층 E/L2호기 앞,운행,800형,8801-063
4호선,서동,4,상행,4번,지하,1,지하1층 E/L2호기 앞,지상,1,지상1층 4번출입구 앞,운행,800형,8801-064
4호선,서동,5,하행,,지하,1,지하1층 3번 표내는곳 앞,지하,2,지하2층 광장,운행,1200형,8801-065
4호선,서동,6,상행,,지하,2,지하2층 광장,지하,1,지하1층 5번 표내는곳 앞,운행,1200형,8801-066
4호선,서동,7,하행,,지하,2,지하2층 E/L 3호기 근처,지하,3,상선승강장 6-1 출입문 근처,운행,800형,8801-067
4호선,서동,8,상행,,지하,3,상선승강장 6-1 출입문 근처,지하,2,지하2층 E/L3호기 근처,운행,1200형,8801-068
4호선,서동,9,하행,,지하,2,지하2층 E/L 4호기 근처,지하,3,하선승강장 6-1 출입문 근처,운행,800형,8801-069
4호선,서동,10,상행,,지하,3,하선승강장 6-1 출입문 근처,지하,2,지하2층 E/L 4호기 근처,운행,1200형,8801-070
4호선,서동,11,상행,,지하,3,상선승강장 1-2 출입문 앞,지하,2,지하2층 E/L 3호기 근처,운행,800형,8801-071
4호선,서동,12,상행,,지하,3,하선승강장 1-2 출입문 근처,지하,2,지하2층 E/L 4호기 근처,운행,800형,8801-072
4호선,금사,1,상행,3번,지상,지상 1층,(1F) 3번 출입구,지하,지하 1층,(B1) 3번 출입구,운행,800형,8801-052
4호선,금사,2,하행,3번,지하,지하 1층,(B1) 3번 출입구,지상,지상 1층,(1F) 3번 출입구,운행,800형,8801-053
4호선,금사,3,하행,4번,지상,지상 1층,(1F) 4번 출입구,지하,지하 1층,(B1) 4번 출입구,운행,800형,8801-054
4호선,금사,4,상행,4번,지하,지하 1층,(B1) 4번 출입구,지상,지상 1층,(1F) 4번 출입구,운행,800형,8801-055
4호선,금사,5,상행,,지하,지하 2층,(B2) 미남 방면 계단(지하 2층-> 지하 1층) 옆,지하,지하 1층,(B1) 미남 방면 계단(지하 2층-> 지하 1층) 옆,운행,800형,8801-056
4호선,금사,6,상행,,지하,지하 2층,(B2) 안평 방면 계단(지하 2층-> 지하 1층) 옆,지하,지하 1층,(B1) 안평 방면 계단(지하 2층-> 지하 1층) 옆,운행,800형,8801-057
4호선,금사,7,하행,,지하,지하 1층,(B1) 지하 1층 개찰구 내,지하,지하 3층,(B3) 미남행 승강장 출입문 5-2 옆,운행,1200형,8801-058
4호선,금사,8,상행,,지하,지하 3층,(B3) 안평행 승강장 출입문 5-2 옆,지하,지하 1층,(B1) 지하 1층 개찰구 내,운행,1200형,8801-059
4호선,금사,9,상행,,지하,지하 3층,(B3) 미남행 승강장 출입문 2-2 옆,지하,지하 2층,(B2) 환경사 대기실 옆 계단 옆,운행,1200형,8801-060
4호선,반여농산물,1,하행,1번,지상,1층,(F1) 1번 출입구 근처 고객센터 뒤,지하,1층,(B1) 금사역 방향 5-1 출입문 앞,운행,1200형,8801-085
4호선,반여농산물,2,상행,1번,지하,1층,(B1) 금사역 방향 5-1 출입문 앞,지상,1층,(F1)  1번 출입구 근처 고객센터 뒤,운행,1200형,8801-086
4호선,반여농산물,3,하행,1번,지상,1층,(F1) 1번 출입구 근처 수유실 뒤,지하,1층,(B1) 석대역 방향 5-1 출입문 앞,운행,1200형,8801-087
4호선,반여농산물,4,상행,1번,지하,1층,(B1) 석대역 방향 5-1 출입문 앞,지상,1층,(F1) 1번 출입구 근처 수유실 뒤,운행,1200형,8801-088
4호선,반여농산물,5,상행,2번,지하,1층,(B1) 금사역 방향 3-1 출입문 앞,지상,1층,(F1) 2번 출입구 표 내는 곳 근처,운행,1200형,8801-089
4호선,반여농산물,6,상행,2번,지하,1층,(B1) 석대역 방향 3-1 출입문 앞,지상,1층,(F1) 2번 출입구 표 내는 곳 근처,운행,1200형,8801-090
4호선,석대,1,상행,2번,지상,1층,(F1) 2번 출입구 근처 엘리베이터 옆,지상,2층,(F2) 반여농산물시장역 방향 5-1 출입문 앞,미운행,1200형,8803-674
4호선,석대,2,하행,2번,지상,2층,(F2) 영산대역 방향 5-1 출입문 앞,지상,1층,(F1) 2번 출입구 근처 엘리베이터 옆,미운행,1200형,8803-675
4호선,영산대,1,상행,3번,지상,1,(1F) 3번 출입구 옆,지상,2,(2F) 1번/3번 출입구 사이,운행,800형,8803-696
4호선,영산대,2,하행,3번,지상,1,(1F) 3번 출입구 옆,지상,2,(2F) 1번/4번 출입구 사이,운행,800형,8803-697
4호선,영산대,3,하행,2번,지상,1,(1F) 2번 출입구 옆,지상,2,(2F) 2번 출입구 옆,운행,1200형,8803-698
4호선,영산대,4,상행,2번,지상,1,(1F) 2번 출입구 옆,지상,2,(2F) 2번 출입구 옆,운행,1200형,8803-699
4호선,영산대,5,상행,,지상,2,(2F) E/V 앞,지상,3,(3F) 승강장 중앙,운행,800형,8803-700
4호선,영산대,6,하행,,지상,2,(2F) E/V 앞,지상,3,(3F) 승강장 중앙,운행,1200형,8803-701
4호선,윗반송,1,하행,1번,지상,2,(2F) 1번 출입구,지상,1,(2F) 1번 출입구,운행,800형,8803-702
4호선,윗반송,2,상행,1번,지상,1,(1F) 1번 출입구,지상,2,(1F) 1번 출입구,운행,800형,8803-703
4호선,윗반송,3,상행,4번,지상,2,(2F) 4번 출입구,지상,1,(2F) 4번 출입구,운행,800형,8803-704
4호선,윗반송,4,하행,4번,지상,1,(1F) 4번 출입구,지상,2,(1F) 4번 출입구,운행,800형,8803-705
4호선,윗반송,5,상행,,지상,2,(2F) 표내는곳 내 계단 옆,지상,3,(3F) 고촌역 방향 승강장 6-2 출입문 앞,운행,800형,8803-706
4호선,윗반송,6,상행,,지상,2,(2F) 표내는곳 내 앞,지상,3,(3F) 영산대역 방향 승강장 4-2 출입문 앞,운행,1200형,8803-707
4호선,윗반송,7,하행,,지상,3,(3F) 고촌역 방향 승강장 4-2 출입문 앞 ,지상,2,(2F) 표내는곳 내 앞,운행,1200형,8803-708
4호선,고촌,1,상행,,지상,1,상선 측 실로암묘원에서 버스종점 엘리베트 전방,지상,2,2층 대합실 출입구앞(상선 측),운행,800형,8803-709
4호선,고촌,2,하행,,지상,2,2층 대합실 출입구앞(상선 측),지상,1,대합실 출입구에서 상선 실로암묘원,운행,800형,8803-710
4호선,고촌,3,하행,,지상,1,하선 측 운봉교에서 안평역방향,지상,2,2층 대합실 출입구앞(하선 측),운행,800형,8803-711
4호선,고촌,4,상행,,지상,2,2층 대합실 출입구앞(하선 측),지상,1,하선 측 대합실 출입구에서 하선 운봉교,운행,800형,8803-712
4호선,고촌,5,상행,,지상,2,대합실 매표소 표내는 곳,지상,3,안평역 방향 대합실,운행,1200형,8803-713
4호선,고촌,6,하행,,지상,3,안평역 방향 대합실,지상,2,대합실 매표소 표내는 곳,운행,1200형,8803-714
4호선,안평,1,상행,3번,지상,1,(1) 3번 출구,지상,2,(2) 3번 출구,운행,800형,8801-034
4호선,안평,2,하행,3번,지상,2,(2) 3번 출구,지상,1,(1) 3번 출구,운행,800형,8801-035
4호선,안평,3,상행,4번,지상,1,(1) 4번 출구,지상,2,(2) 4번 출구,운행,800형,8801-036
4호선,안평,4,하행,4번,지상,2,(2) 4번 출구,지상,1,(1) 4번 출구,운행,800형,8801-037
4호선,안평,5,상행,,지상,2,(2) 표내는 곳 안쪽 엘리베이터 앞,지상,3,(3) 승강장 미남방향 3-2 옆,운행,800형,8801-038
4호선,안평,6,하행,,지상,3,(3) 승강장 안평기지방향 3-2 옆,지상,2,(2) 표내는 곳 안쪽 엘리베이터 앞,운행,1200형,8801-039
